dstArcSec,name,ra,dec,objid,nuv_mag,nuv_magerr,nuv_flux,minPhotoObsDate,maxPhotoObsDate,fexptime,nexptime,tilename,tilenum,img,subvis,ParentImgRunID,survey
3.01824390029831,HD_75332,132.633542939505,33.2844804005372,6378480289256048212,12.93141,0.005086966,24402.66,1/24/2006 5:49:12 PM,1/24/2006 5:50:29 PM,77,77,AIS_215,50215,3,29,6378480426624745472,AIS
3.74377887324581,HD_75332,132.633214888514,33.2845038261689,6378480288180210131,12.99656,0.005345951,22981.27,1/24/2006 5:50:59 PM,1/24/2006 5:52:19 PM,80,80,AIS_215,50215,3,28,6378480425551003648,AIS
0.595299781443283,HD_75332,132.634145196051,33.2849311606472,6378480288181260463,-999,-999,-999,1/24/2006 5:50:59 PM,1/24/2006 5:52:19 PM,80,80,AIS_215,50215,3,28,6378480425551003648,AIS
3.1570696016648,HD_18256,44.1098448594486,18.022867363726,6377037787914308839,-999,-999,-999,10/23/2007 7:52:35 AM,10/23/2007 7:54:17 AM,102.15,102.15,AIS_174,50174,1,83,6377037925351161856,AIS
1.91891679759112,HD_18256,44.1091205655043,18.0226260911362,6377037777210444707,-999,-999,-999,10/31/2007 9:12:20 PM,10/31/2007 9:14:12 PM,112,112,AIS_174,50174,2,73,6377037914613743616,AIS
1.54244355608409,HD_18256,44.1088853721879,18.0235601902717,6377037777209393154,12.13572,0.002912576,50782.18,10/31/2007 9:12:20 PM,10/31/2007 9:14:12 PM,112,112,AIS_174,50174,2,73,6377037914613743616,AIS
4.35129928352503,HD_26923,63.8694578632199,6.18578214174293,6377002553110955244,13.05974,0.00493002,21682.32,12/20/2006 11:37:11 AM,12/20/2006 11:39:02 AM,111,111,AIS_173,50173,2,36,6377002690513207296,AIS
3.53400414653872,HD_26913,63.8576524694084,6.1986952447857,6377002553110955635,13.51484,0.005985535,14258.12,12/20/2006 11:37:11 AM,12/20/2006 11:39:02 AM,111,111,AIS_173,50173,2,36,6377002690513207296,AIS
4.25152778900409,HD_206860,326.12996644594,14.7709048909196,6376369230082736306,12.8856,0.004610523,25454.16,9/18/2006 1:36:55 AM,9/18/2006 1:38:30 AM,95,95,AIS_155,50155,1,32,6376369367520641024,AIS
1.43364898936937,HD_206860,326.130943531404,14.77185328697,6376369230083788553,-999,-999,-999,9/18/2006 1:36:55 AM,9/18/2006 1:38:30 AM,95,95,AIS_155,50155,1,32,6376369367520641024,AIS
2.43366396753299,HD_107213,184.873738213341,28.1571776117179,6374856354696269280,12.99931,0.00464732,22923.27,2/20/2007 12:35:14 PM,2/20/2007 12:37:03 PM,109,109,AIS_112,50112,1,81,6374856492134170624,AIS
1.70284064731771,HD_107213,184.872566228927,28.1566827064542,6374856354697319554,-999,-999,-999,2/20/2007 12:35:14 PM,2/20/2007 12:37:03 PM,109,109,AIS_112,50112,1,81,6374856492134170624,AIS
2.57232098794476,HD_107213,184.872771283106,28.1576030329326,6374856353624621057,13.39816,0.005672188,15875.85,4/4/2007 4:27:13 AM,4/4/2007 4:28:47 AM,94,94,AIS_112,50112,1,80,6374856491060428800,AIS
1.78842639333093,HD_115043,198.404668885618,56.7078397796425,6374434126127171864,12.32358,0.003604309,42713.93,3/4/2005 8:18:46 AM,3/4/2005 8:20:19 AM,93.05,93.05,AIS_100,50100,1,66,6374434263562977280,AIS
3.9957131148963,HD_6920,17.5779052889373,42.0803795787453,6372428631950492119,12.6,0.003534083,33113.04,11/8/2006 5:40:58 AM,11/8/2006 5:43:14 AM,136,136,AIS_43,50043,1,80,6372428769386299392,AIS
3.97120315132256,HD_207978,328.124243313546,28.794584140941,6372323072423232840,11.25437,0.002283037,114354.2,8/5/2011 3:15:02 AM,8/5/2011 3:17:03 AM,0,121,AIS_40,50040,2,74,6372323209827581952,AIS
3.50305664375424,HD_207978,328.124346078196,28.7944763982041,6372323072389678249,11.27015,0.002266483,112704.5,7/30/2011 7:02:18 PM,7/30/2011 7:04:05 PM,0,107,AIS_40,50040,1,74,6372323209827581952,AIS
4.64485302904161,HD_136202,229.829191401583,1.76447175677389,3123811490623134955,-999,-999,-999,5/12/2007 4:11:25 AM,5/12/2007 4:17:35 AM,370.2,370.2,GI3_075006_NGC5904,23248,1,-999,3123811628059983872,GII
4.30281981100594,HD_137107,230.802006910819,30.2874281288497,6387909767479694003,-999,-999,-999,4/9/2007 10:27:53 PM,4/9/2007 10:29:22 PM,89.05,89.05,AIS_483,50483,1,91,6387909904916545536,AIS
3.51161299516327,HD_188512,298.829220908652,6.4064527010647,6379395074273315997,12.36213,0.003682103,41223.63,9/1/2006 5:18:52 AM,9/1/2006 5:20:36 AM,104.1,104.1,AIS_241,50241,1,21,6379395211709120512,AIS
2.86046131735533,HD_26923,63.8702118330175,6.18763060576034,6377002553075303733,12.88856,0.004467226,25384.87,12/20/2005 8:26:58 AM,12/20/2005 8:28:45 AM,107,107,AIS_173,50173,1,36,6377002690513207296,AIS
1.80957481755208,HD_26923,63.8697217174391,6.18644402351067,6377002553076354254,-999,-999,-999,12/20/2005 8:26:58 AM,12/20/2005 8:28:45 AM,107,107,AIS_173,50173,1,36,6377002690513207296,AIS
1.75309184303961,HD_26913,63.857115941969,6.19929427393931,6377002553076354261,-999,-999,-999,12/20/2005 8:26:58 AM,12/20/2005 8:28:45 AM,107,107,AIS_173,50173,1,36,6377002690513207296,AIS
2.03491446515248,HD_26913,63.8573776882315,6.20021627896556,6377002553075304137,13.27796,0.005294883,17734.28,12/20/2005 8:26:58 AM,12/20/2005 8:28:45 AM,107,107,AIS_173,50173,1,36,6377002690513207296,AIS
2.7652116824678,HD_159332,263.344304712721,19.2568214979842,6375348949866251695,11.57231,0.003055021,85325.13,7/1/2007 12:20:03 PM,7/1/2007 12:21:51 PM,108,108,AIS_126,50126,1,94,6375349087302057984,AIS
